Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,15,ZETA DIVISION,,1.8k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,16,Kiwoom DRX,,21.6k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,16,ZETA DIVISION,,7.2k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,17,Kiwoom DRX,,27.0k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,17,ZETA DIVISION,,2.2k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,18,Kiwoom DRX,,29.9k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,18,ZETA DIVISION,,7.5k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,19,Kiwoom DRX,,27.9k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,19,ZETA DIVISION,,1.3k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,20,Kiwoom DRX,,31.9k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,20,ZETA DIVISION,,7.9k,Semi-eco: 5-10k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,21,Kiwoom DRX,,25.0k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,21,ZETA DIVISION,,2.0k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,22,Kiwoom DRX,,10.7k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Kiwoom DRX vs ZETA DIVISION,Split,22,ZETA DIVISION,,7.6k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,1,Global Esports,,0.2k,Eco: 0-5k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,1,Gen.G,,0.2k,Eco: 0-5k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,2,Global Esports,,6.3k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,2,Gen.G,,7.7k,Eco: 0-5k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,3,Global Esports,,10.7k,Semi-eco: 5-10k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,3,Gen.G,,7.4k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,4,Global Esports,,2.6k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,4,Gen.G,,16.2k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,5,Global Esports,,9.0k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,5,Gen.G,,22.0k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,6,Global Esports,,9.9k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,6,Gen.G,,8.6k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,7,Global Esports,,5.4k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,7,Gen.G,,1.3k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,8,Global Esports,,8.0k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,8,Gen.G,,14.6k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,9,Global Esports,,1.5k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,9,Gen.G,,24.4k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,10,Global Esports,,7.7k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,10,Gen.G,,34.3k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,11,Global Esports,,1.7k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,11,Gen.G,,39.5k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,12,Global Esports,,0.4k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,12,Gen.G,,36.6k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,13,Global Esports,,0.2k,Eco: 0-5k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,13,Gen.G,,0.1k,Eco: 0-5k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,14,Global Esports,,4.0k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,14,Gen.G,,8.2k,Eco: 0-5k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,15,Global Esports,,11.5k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,15,Gen.G,,0.5k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,16,Global Esports,,17.7k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,16,Gen.G,,7.9k,Semi-eco: 5-10k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,17,Global Esports,,26.1k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,17,Gen.G,,3.1k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,18,Global Esports,,15.9k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,18,Gen.G,,5.5k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,19,Global Esports,,17.5k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,19,Gen.G,,7.3k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,20,Global Esports,,19.1k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,20,Gen.G,,1.1k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,21,Global Esports,,19.6k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,21,Gen.G,,7.9k,Semi-eco: 5-10k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,22,Global Esports,,25.1k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,22,Gen.G,,3.9k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,23,Global Esports,,10.2k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,23,Gen.G,,6.5k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,24,Global Esports,,2.2k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,24,Gen.G,,1.4k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,25,Global Esports,,1.0k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,25,Gen.G,,1.0k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,26,Global Esports,,1.0k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,26,Gen.G,,0.8k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,27,Global Esports,,1.0k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,27,Gen.G,,0.7k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,28,Global Esports,,1.0k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,28,Gen.G,,0.8k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,1,Global Esports,,0.1k,Eco: 0-5k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,1,Gen.G,,0.0k,Eco: 0-5k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,2,Global Esports,,8.9k,Eco: 0-5k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,2,Gen.G,,3.0k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,3,Global Esports,,0.3k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,3,Gen.G,,11.6k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,4,Global Esports,,9.1k,Semi-eco: 5-10k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,4,Gen.G,,14.9k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,5,Global Esports,,1.7k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,5,Gen.G,,14.2k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,6,Global Esports,,4.7k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,6,Gen.G,,4.4k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,7,Global Esports,,4.2k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,7,Gen.G,,6.1k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,8,Global Esports,,14.4k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,8,Gen.G,,1.8k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,9,Global Esports,,14.5k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,9,Gen.G,,6.5k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,10,Global Esports,,3.5k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,10,Gen.G,,4.5k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,11,Global Esports,,9.7k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,11,Gen.G,,8.0k,Semi-eco: 5-10k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,12,Global Esports,,9.2k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,12,Gen.G,,0.8k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,13,Global Esports,,0.2k,Eco: 0-5k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,13,Gen.G,,0.2k,Eco: 0-5k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,14,Global Esports,,1.4k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,14,Gen.G,,7.7k,Eco: 0-5k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,15,Global Esports,,13.5k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,15,Gen.G,,0.2k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,16,Global Esports,,4.4k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,16,Gen.G,,9.2k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,17,Global Esports,,16.8k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,17,Gen.G,,0.9k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,18,Global Esports,,6.2k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,18,Gen.G,,4.6k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,19,Global Esports,,8.1k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,19,Gen.G,,6.8k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,20,Global Esports,,8.7k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,20,Gen.G,,1.0k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,21,Global Esports,,10.5k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,21,Gen.G,,0.5k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,22,Global Esports,,1.5k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,22,Gen.G,,3.8k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,23,Global Esports,,6.3k,Semi-eco: 5-10k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,23,Gen.G,,5.5k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,24,Global Esports,,1.5k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,24,Gen.G,,3.6k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,1,Global Esports,,0.2k,Eco: 0-5k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,1,Gen.G,,0.1k,Eco: 0-5k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,2,Global Esports,,5.1k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,2,Gen.G,,7.3k,Eco: 0-5k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,3,Global Esports,,13.3k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,3,Gen.G,,0.4k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,4,Global Esports,,22.0k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,4,Gen.G,,8.2k,Semi-eco: 5-10k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,5,Global Esports,,23.7k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,5,Gen.G,,2.0k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,6,Global Esports,,12.0k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,6,Gen.G,,11.0k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,7,Global Esports,,11.2k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,7,Gen.G,,2.3k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,8,Global Esports,,16.7k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,8,Gen.G,,7.9k,Semi-eco: 5-10k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,9,Global Esports,,4.6k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,9,Gen.G,,15.2k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,10,Global Esports,,13.8k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,10,Gen.G,,6.5k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,11,Global Esports,,3.9k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,11,Gen.G,,9.7k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,12,Global Esports,,0.1k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,12,Gen.G,,11.1k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,13,Global Esports,,0.2k,Eco: 0-5k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,13,Gen.G,,0.1k,Eco: 0-5k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,14,Global Esports,,2.2k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,14,Gen.G,,7.9k,Eco: 0-5k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,15,Global Esports,,11.4k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,15,Gen.G,,0.6k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,16,Global Esports,,3.5k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,16,Gen.G,,6.2k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,17,Global Esports,,8.9k,Semi-eco: 5-10k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,17,Gen.G,,7.1k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,18,Global Esports,,1.1k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,18,Gen.G,,11.9k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,19,Global Esports,,2.7k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,19,Gen.G,,4.7k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,20,Global Esports,,4.2k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,20,Gen.G,,0.6k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,21,Global Esports,,9.9k,Semi-eco: 5-10k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,21,Gen.G,,4.6k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,22,Global Esports,,0.4k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,22,Gen.G,,12.2k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,23,Global Esports,,3.2k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,23,Gen.G,,1.0k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,24,Global Esports,,0.3k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,24,Gen.G,,1.8k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs Kiwoom DRX,Corrode,1,FULL SENSE,,0.1k,Eco: 0-5k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs Kiwoom DRX,Corrode,1,Kiwoom DRX,,0.3k,Eco: 0-5k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs Kiwoom DRX,Corrode,2,FULL SENSE,,9.2k,Eco: 0-5k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs Kiwoom DRX,Corrode,2,Kiwoom DRX,,3.7k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs Kiwoom DRX,Corrode,3,FULL SENSE,,0.6k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs Kiwoom DRX,Corrode,3,Kiwoom DRX,,16.1k,Semi-buy: 10-20k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs Kiwoom DRX,Corrode,4,FULL SENSE,,4.7k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs Kiwoom DRX,Corrode,4,Kiwoom DRX,,6.6k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs Kiwoom DRX,Corrode,5,FULL SENSE,,5.6k,Full buy: 20k+,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs Kiwoom DRX,Corrode,5,Kiwoom DRX,,7.2k,Semi-buy: 10-20k,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs Kiwoom DRX,Corrode,6,FULL SENSE,,8.5k,Semi-eco: 5-10k,Loss
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs Kiwoom DRX,Corrode,6,Kiwoom DRX,,9.4k,Full buy: 20k+,Win
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs Kiwoom DRX,Corrode,7,FULL SENSE,,3.3k,Semi-buy: 10-20k,Loss
