Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,All Maps,LEVIATÁN,Neon,"chamber, jett",7,5,2,,1,,,,,74,1,3
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,All Maps,MIBR,tex,"astra, chamber",5,1,,,,,1,,,35,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,All Maps,MIBR,zekken,"neon, phoenix",7,3,1,,,,,,,62,0,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,All Maps,MIBR,Mazino,"harbor, omen",3,,,,1,,,,,38,7,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,All Maps,MIBR,aspas,jett,8,3,,,,,,,,52,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,All Maps,MIBR,Verno,"fade, skye",5,1,,,1,1,,,,49,10,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Breeze,LEVIATÁN,kiNgg,harbor,2,1,,,,,,,,45,6,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Breeze,LEVIATÁN,blowz,sova,3,1,,,,,,,,58,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Breeze,LEVIATÁN,Sato,omen,3,,,,,,,,,32,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Breeze,LEVIATÁN,spike,neon,2,2,,,,,,,,55,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Breeze,LEVIATÁN,Neon,jett,3,2,2,,1,,,,,56,1,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Breeze,MIBR,tex,astra,2,,,,,,,,,30,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Breeze,MIBR,zekken,neon,4,1,,,,,,,,61,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Breeze,MIBR,Mazino,harbor,1,,,,1,,,,,28,7,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Breeze,MIBR,aspas,jett,5,1,,,,,,,,51,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Breeze,MIBR,Verno,skye,3,1,,,1,1,,,,59,2,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Haven,LEVIATÁN,kiNgg,astra,1,1,,,,,,,,30,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Haven,LEVIATÁN,blowz,sova,,,,,,,,,,41,4,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Haven,LEVIATÁN,Sato,phoenix,4,1,,,,,,,,53,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Haven,LEVIATÁN,spike,neon,2,,,,,,,,,38,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Haven,LEVIATÁN,Neon,chamber,4,3,,,,,,,,91,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Haven,MIBR,tex,chamber,3,1,,,,,1,,,39,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Haven,MIBR,zekken,phoenix,3,2,1,,,,,,,63,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Haven,MIBR,Mazino,omen,2,,,,,,,,,48,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Haven,MIBR,aspas,jett,3,2,,,,,,,,52,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,Haven,MIBR,Verno,fade,2,,,,,,,,,38,8,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,All Maps,KRÜ Esports,saadhak,"brimstone, omen",6,2,1,,1,,1,,,62,5,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,All Maps,KRÜ Esports,mwzera,fade,5,4,,,,,,,,58,12,4
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,All Maps,KRÜ Esports,Less,"cypher, viper",11,2,1,,,,,,,66,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,All Maps,KRÜ Esports,silentzz,"phoenix, vyse",5,2,,,1,,,,,47,3,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,All Maps,KRÜ Esports,Dantedeu5,neon,4,2,,,,,,,,41,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,All Maps,100 Thieves,Asuna,"brimstone, neon, sage",6,4,,,3,1,,,,56,8,3
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,All Maps,100 Thieves,bang,"omen, viper",12,2,2,,2,,,,,72,5,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,All Maps,100 Thieves,Cryocells,"chamber, cypher, viper",7,3,,,1,1,,,,51,0,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,All Maps,100 Thieves,vora,"skye, sova",3,3,,,,,,,,49,10,3
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,All Maps,100 Thieves,Timotino,"phoenix, raze, waylay",8,4,,,,,,,,61,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Bind,KRÜ Esports,saadhak,brimstone,,,,,,,,,,64,3,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Bind,KRÜ Esports,mwzera,fade,,1,,,,,,,,54,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Bind,KRÜ Esports,Less,viper,5,,,,,,,,,54,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Bind,KRÜ Esports,silentzz,vyse,1,,,,,,,,,45,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Bind,KRÜ Esports,Dantedeu5,neon,,,,,,,,,,43,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Bind,100 Thieves,Asuna,brimstone,4,1,,,1,,,,,68,4,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Bind,100 Thieves,bang,viper,2,2,1,,,,,,,95,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Bind,100 Thieves,Cryocells,chamber,1,1,,,,1,,,,47,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Bind,100 Thieves,vora,skye,,,,,,,,,,40,7,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Bind,100 Thieves,Timotino,waylay,4,,,,,,,,,53,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Haven,KRÜ Esports,saadhak,omen,4,2,,,1,,1,,,58,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Haven,KRÜ Esports,mwzera,fade,3,1,,,,,,,,53,6,3
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Haven,KRÜ Esports,Less,cypher,4,1,1,,,,,,,87,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Haven,KRÜ Esports,silentzz,phoenix,1,1,,,1,,,,,38,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Haven,KRÜ Esports,Dantedeu5,neon,2,2,,,,,,,,46,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Haven,100 Thieves,Asuna,neon,1,3,,,,1,,,,65,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Haven,100 Thieves,bang,omen,6,,,,,,,,,54,3,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Haven,100 Thieves,Cryocells,cypher,4,,,,1,,,,,45,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Haven,100 Thieves,vora,sova,1,1,,,,,,,,59,1,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Haven,100 Thieves,Timotino,phoenix,3,1,,,,,,,,57,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Split,KRÜ Esports,saadhak,omen,2,,1,,,,,,,63,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Split,KRÜ Esports,mwzera,fade,2,2,,,,,,,,66,5,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Split,KRÜ Esports,Less,viper,2,1,,,,,,,,57,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Split,KRÜ Esports,silentzz,vyse,3,1,,,,,,,,57,3,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Split,KRÜ Esports,Dantedeu5,neon,2,,,,,,,,,33,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Split,100 Thieves,Asuna,sage,1,,,,2,,,,,34,2,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Split,100 Thieves,bang,omen,4,,1,,2,,,,,66,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Split,100 Thieves,Cryocells,viper,2,2,,,,,,,,61,0,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Split,100 Thieves,vora,skye,2,2,,,,,,,,49,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,Split,100 Thieves,Timotino,raze,1,3,,,,,,,,73,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,All Maps,FURIA,nerve,"astra, omen, viper",4,3,,,1,1,,,,56,6,3
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,All Maps,FURIA,eeiu,"fade, sova",7,4,,,,,,,,64,6,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,All Maps,FURIA,koalanoob,"jett, omen, phoenix",7,6,,,,,,,,43,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,All Maps,FURIA,artzin,"cypher, harbor, vyse",7,3,2,,2,1,,,,67,9,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,All Maps,FURIA,alym,neon,7,1,1,,,,,,,47,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,All Maps,Sentinels,johnqt,"harbor, sage, viper",7,1,,,,,,,,44,4,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,All Maps,Sentinels,JonahP,"skye, sova",4,3,1,,,,,,,67,7,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,All Maps,Sentinels,cortezia,"killjoy, viper",6,2,,,,1,,,,60,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,All Maps,Sentinels,Reduxx,"iso, omen",7,1,,,,,,,,43,3,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,All Maps,Sentinels,Jerrwin,neon,10,1,,,,,,,,52,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Split,FURIA,nerve,viper,2,1,,,1,,,,,66,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Split,FURIA,eeiu,fade,3,1,,,,,,,,63,3,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Split,FURIA,koalanoob,omen,1,3,,,,,,,,45,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Split,FURIA,artzin,vyse,3,,2,,1,,,,,101,5,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Split,FURIA,alym,neon,2,,,,,,,,,33,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Split,Sentinels,johnqt,sage,1,,,,,,,,,50,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Split,Sentinels,JonahP,skye,1,,,,,,,,,40,1,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Split,Sentinels,cortezia,viper,2,,,,,,,,,50,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Split,Sentinels,Reduxx,omen,2,,,,,,,,,48,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Split,Sentinels,Jerrwin,neon,3,1,,,,,,,,65,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Breeze,FURIA,nerve,astra,1,1,,,,1,,,,43,3,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Breeze,FURIA,eeiu,sova,2,,,,,,,,,37,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Breeze,FURIA,koalanoob,jett,2,3,,,,,,,,49,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Breeze,FURIA,artzin,harbor,2,,,,1,,,,,33,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Breeze,FURIA,alym,neon,2,,1,,,,,,,48,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Breeze,Sentinels,johnqt,harbor,4,,,,,,,,,48,4,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Breeze,Sentinels,JonahP,sova,1,2,1,,,,,,,86,4,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Breeze,Sentinels,cortezia,viper,1,2,,,,1,,,,79,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Breeze,Sentinels,Reduxx,iso,5,,,,,,,,,53,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Breeze,Sentinels,Jerrwin,neon,3,,,,,,,,,40,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Haven,FURIA,nerve,omen,1,1,,,,,,,,58,3,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Haven,FURIA,eeiu,sova,2,3,,,,,,,,92,3,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Haven,FURIA,koalanoob,phoenix,4,,,,,,,,,34,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Haven,FURIA,artzin,cypher,2,3,,,,1,,,,68,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Haven,FURIA,alym,neon,3,1,,,,,,,,59,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Haven,Sentinels,johnqt,viper,2,1,,,,,,,,34,0,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Haven,Sentinels,JonahP,sova,2,1,,,,,,,,75,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Haven,Sentinels,cortezia,killjoy,3,,,,,,,,,50,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Haven,Sentinels,Reduxx,omen,,1,,,,,,,,28,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,Haven,Sentinels,Jerrwin,neon,4,,,,,,,,,51,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,All Maps,LOUD,Virtyy,neon,7,,1,,,,,,,39,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,All Maps,LOUD,cauanzin,"fade, sova",6,3,,,1,,1,,,63,21,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,All Maps,LOUD,Darker,"astra, vyse",7,2,,,1,,,,,59,3,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,All Maps,LOUD,lukxo,"harbor, viper",12,3,1,,2,,,,,68,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,All Maps,LOUD,erde,"kayo, omen",10,1,,,2,,,,,60,2,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,All Maps,Cloud9,Zellsis,"harbor, viper, vyse",2,2,,,,,,,,36,3,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,All Maps,Cloud9,Xeppaa,"iso, raze",10,1,,1,,1,,,,54,3,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,All Maps,Cloud9,v1c,"omen, viper",8,2,1,,2,1,,,,52,4,3
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,All Maps,Cloud9,OXY,neon,9,3,1,,1,,,,,54,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,All Maps,Cloud9,Jackk,"fade, sova",6,3,,,,1,,,,51,8,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Lotus,LOUD,Virtyy,neon,4,,,,,,,,,50,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Lotus,LOUD,cauanzin,fade,1,,,,,,,,,54,7,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Lotus,LOUD,Darker,vyse,3,1,,,,,,,,78,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Lotus,LOUD,lukxo,viper,4,1,1,,2,,,,,76,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Lotus,LOUD,erde,omen,2,1,,,,,,,,90,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Lotus,Cloud9,Zellsis,vyse,,1,,,,,,,,29,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Lotus,Cloud9,Xeppaa,raze,,,,1,,1,,,,65,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Lotus,Cloud9,v1c,omen,,,,,,,,,,23,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Lotus,Cloud9,OXY,neon,2,,,,,,,,,40,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Lotus,Cloud9,Jackk,fade,1,,,,,,,,,32,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Split,LOUD,Virtyy,neon,1,,,,,,,,,30,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Split,LOUD,cauanzin,fade,3,,,,1,,,,,47,5,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Split,LOUD,Darker,vyse,3,1,,,,,,,,58,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Split,LOUD,lukxo,viper,2,1,,,,,,,,56,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Split,LOUD,erde,omen,3,,,,1,,,,,54,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Split,Cloud9,Zellsis,viper,1,1,,,,,,,,45,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Split,Cloud9,Xeppaa,raze,5,,,,,,,,,51,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Split,Cloud9,v1c,omen,3,2,,,1,1,,,,70,3,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Split,Cloud9,OXY,neon,4,1,1,,,,,,,68,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Split,Cloud9,Jackk,fade,2,1,,,,1,,,,46,4,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Breeze,LOUD,Virtyy,neon,2,,1,,,,,,,37,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Breeze,LOUD,cauanzin,sova,2,3,,,,,1,,,88,9,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Breeze,LOUD,Darker,astra,1,,,,1,,,,,42,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Breeze,LOUD,lukxo,harbor,6,1,,,,,,,,72,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Breeze,LOUD,erde,kayo,5,,,,1,,,,,37,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Breeze,Cloud9,Zellsis,harbor,1,,,,,,,,,33,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Breeze,Cloud9,Xeppaa,iso,5,1,,,,,,,,46,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Breeze,Cloud9,v1c,viper,5,,1,,1,,,,,63,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Breeze,Cloud9,OXY,neon,3,2,,,1,,,,,53,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,Breeze,Cloud9,Jackk,sova,3,2,,,,,,,,75,4,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,All Maps,G2 Esports,BABYBAY,"chamber, vyse",7,2,1,,,,,,,66,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,All Maps,G2 Esports,valyn,"astra, omen",4,1,2,,,,,,,58,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,All Maps,G2 Esports,jawgemo,"neon, raze",5,2,,1,,,,,,68,2,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,All Maps,G2 Esports,leaf,"phoenix, viper",4,3,,1,1,1,,,,57,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,All Maps,G2 Esports,trent,fade,9,2,1,,1,,,,,72,6,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,All Maps,ENVY,Rossy,"astra, vyse",3,1,1,,1,1,,,,53,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,All Maps,ENVY,keznit,"neon, raze",4,1,,,1,,,,,46,4,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,All Maps,ENVY,P0PPIN,"fade, sova",2,,,,,,,,,25,5,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,All Maps,ENVY,Demon1,"chamber, neon",3,1,,,,1,,,,47,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,All Maps,ENVY,Eggsterr,"omen, phoenix",8,,,,,,,,,42,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Haven,G2 Esports,BABYBAY,chamber,4,1,1,,,,,,,90,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Haven,G2 Esports,valyn,astra,3,1,,,,,,,,47,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Haven,G2 Esports,jawgemo,neon,1,2,,1,,,,,,89,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Haven,G2 Esports,leaf,phoenix,2,1,,,1,,,,,49,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Haven,G2 Esports,trent,fade,6,1,,,1,,,,,80,3,2
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Haven,ENVY,Rossy,astra,2,,1,,1,,,,,47,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Haven,ENVY,keznit,neon,1,,,,1,,,,,42,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Haven,ENVY,P0PPIN,sova,,,,,,,,,,30,3,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Haven,ENVY,Demon1,chamber,1,,,,,,,,,44,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Haven,ENVY,Eggsterr,phoenix,4,,,,,,,,,44,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Lotus,G2 Esports,BABYBAY,vyse,3,1,,,,,,,,42,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Lotus,G2 Esports,valyn,omen,1,,2,,,,,,,69,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Lotus,G2 Esports,jawgemo,raze,4,,,,,,,,,46,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Lotus,G2 Esports,leaf,viper,2,2,,1,,1,,,,64,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Lotus,G2 Esports,trent,fade,3,1,1,,,,,,,64,3,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Lotus,ENVY,Rossy,vyse,1,1,,,,1,,,,59,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Lotus,ENVY,keznit,raze,3,1,,,,,,,,49,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Lotus,ENVY,P0PPIN,fade,2,,,,,,,,,20,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Lotus,ENVY,Demon1,neon,2,1,,,,1,,,,49,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,Lotus,ENVY,Eggsterr,omen,4,,,,,,,,,40,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs Evil Geniuses,All Maps,KRÜ Esports,saadhak,"brimstone, omen",11,2,1,,,,,,,51,4,1
