Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,T1,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,T1,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Split,T1,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,Kiwoom DRX,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,Kiwoom DRX,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,Kiwoom DRX,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,Kiwoom DRX,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,Kiwoom DRX,brimstone,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,T1,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,T1,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,T1,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,Bind,T1,brimstone,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,FULL SENSE,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,FULL SENSE,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,FULL SENSE,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,FULL SENSE,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,FULL SENSE,killjoy,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,DetonatioN FocusMe,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,DetonatioN FocusMe,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,DetonatioN FocusMe,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,DetonatioN FocusMe,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,DetonatioN FocusMe,killjoy,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,Paper Rex,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,Paper Rex,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,Paper Rex,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,Paper Rex,chamber,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,Paper Rex,tejo,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,T1,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,T1,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,T1,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,T1,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Pearl,T1,killjoy,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,FULL SENSE,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,FULL SENSE,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,FULL SENSE,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,FULL SENSE,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,FULL SENSE,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,DetonatioN FocusMe,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,DetonatioN FocusMe,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,DetonatioN FocusMe,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,DetonatioN FocusMe,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Split,DetonatioN FocusMe,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,FULL SENSE,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,FULL SENSE,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,FULL SENSE,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,FULL SENSE,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,FULL SENSE,cypher,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,DetonatioN FocusMe,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,DetonatioN FocusMe,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,DetonatioN FocusMe,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,DetonatioN FocusMe,chamber,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Haven,DetonatioN FocusMe,phoenix,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,Paper Rex,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,Paper Rex,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,Paper Rex,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,Paper Rex,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,Paper Rex,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,T1,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,T1,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,T1,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Breeze,T1,jett,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,Paper Rex,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,Paper Rex,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,Paper Rex,brimstone,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,Paper Rex,kayo,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,Paper Rex,veto,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,T1,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,T1,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,T1,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Bind,T1,brimstone,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,DetonatioN FocusMe,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,DetonatioN FocusMe,killjoy,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,DetonatioN FocusMe,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,DetonatioN FocusMe,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,DetonatioN FocusMe,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,T1,killjoy,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,T1,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,T1,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Pearl,T1,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,DetonatioN FocusMe,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,DetonatioN FocusMe,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,DetonatioN FocusMe,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,DetonatioN FocusMe,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,DetonatioN FocusMe,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,T1,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,T1,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,T1,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,Split,T1,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,Rex Regum Qeon,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,Rex Regum Qeon,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,Rex Regum Qeon,tejo,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,Rex Regum Qeon,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,Rex Regum Qeon,chamber,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,T1,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,T1,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,T1,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Pearl,T1,killjoy,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,Rex Regum Qeon,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,Rex Regum Qeon,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,Rex Regum Qeon,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,Rex Regum Qeon,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,Rex Regum Qeon,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,T1,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,T1,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,T1,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Breeze,T1,jett,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,Rex Regum Qeon,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,Rex Regum Qeon,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,Rex Regum Qeon,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,Rex Regum Qeon,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,Rex Regum Qeon,brimstone,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,T1,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,T1,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,T1,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,T1,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Abyss,T1,tejo,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,Team Secret,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,Team Secret,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,Team Secret,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,Team Secret,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,Team Secret,brimstone,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,ZETA DIVISION,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,ZETA DIVISION,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,ZETA DIVISION,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,ZETA DIVISION,brimstone,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Bind,ZETA DIVISION,skye,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,Team Secret,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,Team Secret,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,Team Secret,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,Team Secret,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,Team Secret,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,ZETA DIVISION,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,ZETA DIVISION,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,ZETA DIVISION,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,ZETA DIVISION,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Split,ZETA DIVISION,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,Team Secret,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,Team Secret,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,Team Secret,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,Team Secret,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,Team Secret,vyse,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,ZETA DIVISION,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,ZETA DIVISION,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,ZETA DIVISION,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,ZETA DIVISION,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Abyss,ZETA DIVISION,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,VARREL,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,VARREL,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,VARREL,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,VARREL,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,VARREL,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,Gen.G,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,Gen.G,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,Gen.G,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,Gen.G,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Breeze,Gen.G,jett,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,VARREL,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,VARREL,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,VARREL,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,VARREL,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,VARREL,cypher,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,Gen.G,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,Gen.G,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,Gen.G,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,Gen.G,tejo,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Pearl,Gen.G,killjoy,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,VARREL,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,VARREL,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,VARREL,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,VARREL,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,VARREL,cypher,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,Gen.G,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,Gen.G,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,Gen.G,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,Gen.G,jett,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Haven,Gen.G,cypher,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Kiwoom DRX,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Kiwoom DRX,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Kiwoom DRX,cypher,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Kiwoom DRX,tejo,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Kiwoom DRX,breach,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,ZETA DIVISION,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,ZETA DIVISION,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,ZETA DIVISION,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,ZETA DIVISION,cypher,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,ZETA DIVISION,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Global Esports,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Global Esports,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Global Esports,veto,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Global Esports,jett,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Global Esports,skye,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Gen.G,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Gen.G,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Gen.G,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Gen.G,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Haven,Gen.G,cypher,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Bind,Kiwoom DRX,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Bind,Kiwoom DRX,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Bind,Kiwoom DRX,tejo,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Bind,Kiwoom DRX,brimstone,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Bind,Kiwoom DRX,kayo,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Bind,ZETA DIVISION,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Bind,ZETA DIVISION,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Bind,ZETA DIVISION,skye,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Bind,ZETA DIVISION,brimstone,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Bind,ZETA DIVISION,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Split,Kiwoom DRX,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Split,Kiwoom DRX,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Split,Kiwoom DRX,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Split,Kiwoom DRX,tejo,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Split,Kiwoom DRX,breach,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Split,ZETA DIVISION,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Split,ZETA DIVISION,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Split,ZETA DIVISION,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Split,ZETA DIVISION,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Split,ZETA DIVISION,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Breeze,Global Esports,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Breeze,Global Esports,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Breeze,Global Esports,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Breeze,Global Esports,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Breeze,Global Esports,veto,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Breeze,Gen.G,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Breeze,Gen.G,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Breeze,Gen.G,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Breeze,Gen.G,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Breeze,Gen.G,jett,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Abyss,Global Esports,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Abyss,Global Esports,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Abyss,Global Esports,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Abyss,Global Esports,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Abyss,Global Esports,veto,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Abyss,Gen.G,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Abyss,Gen.G,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Abyss,Gen.G,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Abyss,Gen.G,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Abyss,Gen.G,veto,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Paper Rex,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Paper Rex,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Paper Rex,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Paper Rex,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Paper Rex,phoenix,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Global Esports,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Global Esports,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Global Esports,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Global Esports,sage,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Global Esports,veto,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,FULL SENSE,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,FULL SENSE,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,FULL SENSE,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,FULL SENSE,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,FULL SENSE,cypher,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Kiwoom DRX,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Kiwoom DRX,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Kiwoom DRX,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Kiwoom DRX,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Corrode,Kiwoom DRX,kayo,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Abyss,FULL SENSE,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Abyss,FULL SENSE,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Abyss,FULL SENSE,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Abyss,FULL SENSE,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Abyss,FULL SENSE,cypher,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Abyss,Kiwoom DRX,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Abyss,Kiwoom DRX,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Abyss,Kiwoom DRX,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Abyss,Kiwoom DRX,cypher,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Abyss,Kiwoom DRX,kayo,1,0,1
